Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Ositadimma,559,Spain,Female,40,7,144470.77,1,Yes,Yes,0-20K,No
Cunningham,584,Spain,Female,38,3,0.0,2,Yes,Yes,0-20K,No
Fields,834,Germany,Female,68,9,130169.27,2,No,Yes,50-75K,No
Johnston,754,Spain,Male,35,4,0.0,2,Yes,Yes,0-20K,No
Vasilyev,590,France,Male,43,7,81076.8,2,Yes,Yes,50-75K,Yes
Hooper,740,France,Male,36,7,0.0,1,Yes,Yes,0-20K,No
Colombo,502,Germany,Female,57,3,101465.31,1,Yes,No,20-50K,Yes
Tsao,733,France,Male,48,5,0.0,1,No,Yes,50-75K,No
Chikere,755,Germany,Female,37,0,113865.23,2,Yes,Yes,50-75K,No
Ballard,554,Spain,Female,46,7,87603.35,3,No,Yes,50-75K,Yes
Akhtar,534,France,Male,36,4,120037.96,1,Yes,No,20-50K,No
O'Loughlin,656,Spain,Male,33,4,0.0,2,Yes,No,50-75K,No
Davis,575,Germany,Male,49,7,121205.15,4,Yes,Yes,50-75K,Yes
Barry,480,Spain,Male,47,8,75408.33,1,Yes,No,20-50K,Yes
K'ung,575,France,Male,40,5,0.0,2,Yes,Yes,50-75K,No
Gorman,672,France,Female,40,3,0.0,1,Yes,No,50-75K,Yes
John,758,Spain,Female,35,5,0.0,2,No,No,50-75K,No
Tsou,682,France,Male,50,6,121818.84,2,No,Yes,50-75K,No
Okonkwo,501,France,Female,29,8,0.0,2,Yes,No,50-75K,No
Esposito,746,Germany,Male,34,6,141806.0,2,Yes,Yes,50-75K,No
Boni,556,France,Female,51,8,61354.14,1,Yes,No,50-75K,Yes
Pratt,823,Germany,Female,53,4,124954.94,1,No,Yes,50-75K,Yes
Page,491,Germany,Female,68,1,95039.12,1,No,Yes,50-75K,Yes
Wilkinson,638,France,Female,29,9,103417.74,1,Yes,Yes,0-20K,No
Tseng,734,France,Male,45,2,0.0,2,Yes,No,50-75K,No
Clark,555,France,Male,40,10,43028.77,1,Yes,No,50-75K,No
Finch,745,Germany,Female,44,0,119638.21,1,Yes,Yes,20-50K,Yes
Shen,728,France,Male,37,3,122689.51,2,No,No,50-75K,Yes
Hou,626,France,Male,44,10,0.0,2,No,No,50-75K,No
Wall,681,Germany,Male,37,8,73179.34,2,Yes,Yes,20-50K,No
Manna,478,France,Female,38,4,171913.87,1,Yes,No,50-75K,Yes
Reyes,709,France,Male,38,5,0.0,2,Yes,Yes,50-75K,No
Jideofor,562,Germany,Male,33,8,92659.2,2,Yes,No,0-20K,No
Sal,769,Germany,Female,34,7,137239.17,1,Yes,Yes,50-75K,Yes
Iweobiegbunam,684,Germany,Female,46,3,102955.14,2,Yes,No,50-75K,No
Shao,536,France,Female,61,8,65190.29,1,Yes,Yes,50-75K,Yes
Heath,631,Germany,Female,29,2,96863.52,2,Yes,Yes,20-50K,No
Chidimma,657,Spain,Male,34,5,154983.98,1,Yes,No,20-50K,No
Murray,699,Germany,Male,59,3,106819.65,1,No,Yes,50-75K,No
Sullivan,606,Spain,Male,38,7,128578.52,1,Yes,Yes,50-75K,No
Wu,612,France,Female,63,2,126473.33,1,No,Yes,50-75K,No
Downie,660,France,Female,38,5,110570.78,2,Yes,No,50-75K,No
Chukwufumnanya,829,Spain,Male,50,7,0.0,2,No,Yes,50-75K,No
Allan,567,Spain,Male,29,8,0.0,2,Yes,No,50-75K,No
Findlay,850,France,Female,33,3,0.0,2,Yes,Yes,0-20K,No
Ch'eng,712,Spain,Female,44,2,0.0,2,No,No,20-50K,No
Miller,562,France,Male,30,3,111099.79,2,No,No,50-75K,No
Tsai,755,France,Female,29,3,0.0,3,Yes,No,0-20K,No
Graham,793,Spain,Male,25,3,100913.57,1,No,No,0-20K,No
Norton,471,Spain,Male,26,8,0.0,2,Yes,Yes,50-75K,No
Yegorov,707,France,Male,42,2,16893.59,1,Yes,Yes,50-75K,No
Holt,784,Spain,Male,38,10,122267.85,1,No,No,50-75K,No
Kao,703,France,Male,32,1,125685.79,1,Yes,Yes,50-75K,No
Ross,704,Spain,Male,36,8,127397.34,1,Yes,No,50-75K,No
Hsiao,662,France,Male,38,0,105271.56,1,No,Yes,50-75K,No
Allan,636,Germany,Female,28,2,115265.14,1,No,No,50-75K,No
Liang,640,Spain,Male,36,4,0.0,1,No,No,50-75K,No
Briggs,739,Spain,Male,31,1,0.0,2,Yes,Yes,50-75K,No
Cantrell,767,Germany,Male,23,2,139542.82,1,No,Yes,20-50K,No
Wang,753,Germany,Female,46,3,111512.75,3,Yes,No,50-75K,Yes
Aksenov,714,France,Male,37,9,148466.93,2,No,Yes,50-75K,No
Glennon,707,France,Male,29,4,0.0,2,Yes,No,50-75K,No
Yancy,577,France,Female,35,4,108155.49,1,Yes,No,50-75K,No
Mazzi,633,France,Female,42,1,0.0,2,Yes,No,50-75K,No
Liu,849,Germany,Male,41,10,84622.13,1,Yes,Yes,50-75K,No
Nucci,614,Spain,Female,41,7,146997.64,2,No,No,50-75K,No
Y?,558,France,Female,47,9,0.0,2,Yes,No,50-75K,No
Nucci,832,France,Female,27,10,98590.25,1,Yes,No,20-50K,No
Tang,567,France,Female,26,2,0.0,2,Yes,Yes,50-75K,No
Kao,587,Germany,Female,45,8,134980.74,1,Yes,Yes,50-75K,Yes
Chen,712,Spain,Female,79,5,108078.56,1,Yes,Yes,50-75K,No
Yao,655,Spain,Female,29,9,0.0,2,No,Yes,50-75K,No
Tsou,641,France,Female,42,6,0.0,2,No,No,50-75K,No
Barnes,676,France,Male,35,5,106836.67,2,Yes,No,50-75K,No
H?,472,France,Male,29,8,102490.27,1,No,Yes,50-75K,No
Cruz,644,Germany,Male,34,9,112746.54,2,No,No,50-75K,No
Smith,598,France,Male,38,0,125487.89,1,No,No,50-75K,No
Onuchukwu,792,Spain,Male,25,8,142862.21,1,Yes,Yes,50-75K,No
Bukowski,700,France,Female,37,7,0.0,2,Yes,No,0-20K,No
Simmons,616,France,Male,34,10,0.0,2,Yes,No,20-50K,No
Stewart,743,Spain,Male,35,6,79388.33,1,Yes,Yes,50-75K,No
Gow,427,France,Male,37,5,0.0,2,Yes,Yes,50-75K,No
Williams,731,France,Male,29,10,0.0,2,Yes,Yes,50-75K,No
Francis,610,France,Female,31,6,107784.65,1,Yes,Yes,50-75K,No
Calabresi,724,Spain,Female,41,4,142880.28,3,No,No,50-75K,Yes
Chimaobim,653,Spain,Female,38,9,149571.94,1,Yes,No,50-75K,No
Chikwendu,774,France,Male,49,1,142767.39,1,Yes,Yes,0-20K,No
Padovesi,547,Germany,Male,49,8,121537.71,2,Yes,No,20-50K,Yes
Henderson,719,Spain,Male,50,2,0.0,2,No,No,0-20K,No
Kharlamova,740,Spain,Male,43,9,0.0,1,Yes,No,50-75K,Yes
Onio,543,France,Male,42,4,89838.71,3,Yes,No,50-75K,Yes
Yeh,688,Germany,Male,45,9,103399.87,1,No,No,50-75K,No
Feng,474,France,Female,30,9,0.0,2,No,No,50-75K,No
Norman,505,Germany,Male,43,5,136855.94,2,Yes,No,50-75K,No
White,688,France,Female,39,0,0.0,2,Yes,No,50-75K,Yes
Manfrin,650,Germany,Female,55,2,140891.46,3,Yes,Yes,50-75K,Yes
Ritchie,610,France,Male,37,0,0.0,1,Yes,No,50-75K,No
Udegbulam,705,Spain,Female,46,5,89364.91,1,No,Yes,50-75K,No
Kao,669,France,Female,29,7,146011.4,1,No,No,50-75K,No
Diaz,650,Spain,Male,20,8,0.0,2,Yes,Yes,50-75K,No
Olisaemeka,550,Germany,Male,29,9,145294.08,2,Yes,No,50-75K,No
Ross-Watt,595,Germany,Female,45,9,106000.12,1,No,No,50-75K,Yes
Miller,572,Spain,Female,26,5,0.0,2,Yes,No,50-75K,No
Shubin,622,Spain,Female,58,2,0.0,2,Yes,Yes,20-50K,No
Nwankwo,662,Spain,Male,20,9,104508.77,2,No,No,50-75K,No
Cartwright,783,Germany,Female,58,3,127539.3,1,Yes,Yes,50-75K,Yes
Ngozichukwuka,714,Spain,Male,44,7,0.0,1,No,Yes,0-20K,No
Sadler,671,Germany,Male,51,3,96891.46,1,Yes,No,50-75K,Yes
Azuka,600,France,Female,32,1,78535.25,1,Yes,No,50-75K,No
Shen,847,Spain,Female,37,9,112712.17,1,Yes,No,50-75K,No
Whittaker,650,Spain,Male,55,9,119618.42,1,Yes,Yes,20-50K,No
Abazu,710,Spain,Female,28,6,0.0,1,Yes,No,20-50K,No
Murphy,682,France,Female,33,8,74963.5,1,Yes,Yes,20-50K,No
Ford,642,France,Male,26,1,138023.79,2,No,Yes,50-75K,No
Gratwick,536,Spain,Female,28,4,0.0,1,Yes,Yes,50-75K,No
Pai,754,France,Female,47,1,185513.67,1,Yes,No,20-50K,No
Lorenzo,678,France,Male,60,8,185648.56,1,No,No,50-75K,Yes
Brady,533,Germany,Female,49,1,102286.6,3,Yes,No,50-75K,Yes
Wong,741,Germany,Male,38,4,128015.83,1,Yes,No,50-75K,No
Douglas,757,France,Male,31,10,39539.39,2,No,No,50-75K,No
Kennedy,721,France,Male,40,3,0.0,1,Yes,Yes,50-75K,No
Chang,700,France,Male,37,3,77608.46,2,Yes,Yes,50-75K,No
Brown,663,France,Male,26,5,141462.13,1,Yes,No,0-20K,No
Hsiung,677,Spain,Female,35,0,0.0,2,No,No,50-75K,No
MacDonald,655,France,Male,27,2,131691.33,1,Yes,No,20-50K,No
Davidson,832,Spain,Male,29,8,93833.86,1,No,Yes,0-20K,No
Milano,721,Spain,Female,46,7,137933.39,1,Yes,Yes,50-75K,No
Bovee,542,Spain,Male,54,8,105770.14,1,No,Yes,50-75K,Yes
Lewis,654,Spain,Female,54,5,0.0,2,No,Yes,20-50K,No
Dyer,821,Spain,Female,38,8,0.0,2,No,Yes,50-75K,Yes
Hsia,508,France,Female,38,3,166328.65,2,No,Yes,20-50K,No
Hicks,588,Germany,Female,42,2,164307.77,1,Yes,No,20-50K,No
Millar,691,Germany,Male,38,9,163965.69,2,No,Yes,50-75K,No
Fan,664,France,Male,40,7,125608.72,1,Yes,No,50-75K,No
Young,439,France,Female,66,9,0.0,1,Yes,No,50-75K,No
Kerr,479,Spain,Male,37,6,118433.94,1,No,Yes,50-75K,No
Frolova,850,France,Female,55,10,98488.08,1,Yes,No,50-75K,Yes
Vasilyev,518,France,Male,40,4,0.0,2,No,Yes,50-75K,No
Sabbatini,717,Germany,Female,64,10,98362.35,2,Yes,Yes,20-50K,No
Ifeanacho,698,France,Female,51,6,144237.91,4,Yes,No,50-75K,Yes
Capon,850,France,Male,34,6,0.0,1,No,Yes,50-75K,No
Chieloka,700,Spain,Male,47,4,0.0,1,Yes,No,50-75K,Yes
Hanson,626,France,Female,29,4,105767.28,2,No,No,20-50K,No
Ts'ao,774,Spain,Male,32,9,0.0,2,Yes,No,0-20K,No
Bradshaw,719,Spain,Female,48,5,0.0,2,No,No,50-75K,No
Nkemakolam,646,Spain,Male,31,2,0.0,1,Yes,Yes,50-75K,Yes
Clunie,485,France,Female,25,3,134467.26,1,Yes,Yes,50-75K,No
Cover,784,Germany,Male,38,1,138515.02,1,Yes,Yes,50-75K,No
Esposito,850,Germany,Male,32,2,128647.98,2,No,No,50-75K,No
Hodgson,669,France,Female,38,9,121858.98,1,Yes,No,50-75K,No
Harvey,731,Spain,Male,70,3,0.0,2,Yes,Yes,50-75K,No
Dobie,721,France,Female,49,1,120108.56,1,No,Yes,50-75K,No
Okwudilichukwu,515,France,Female,37,0,196853.62,1,Yes,Yes,50-75K,No
Dyer,774,France,Female,35,3,121418.62,1,Yes,Yes,20-50K,No
Chase,585,Spain,Male,36,10,0.0,2,Yes,Yes,50-75K,No
Baresi,695,France,Female,29,9,0.0,2,Yes,No,50-75K,No
Lo,729,Germany,Female,42,4,97495.8,2,No,No,0-20K,No
Tyler,713,France,Female,42,3,0.0,2,No,No,50-75K,No
Ts'ui,555,Spain,Male,33,5,127343.4,1,No,Yes,50-75K,No
Aparicio,699,Spain,Female,50,0,158633.61,1,Yes,No,50-75K,No
Macleod,587,France,Male,55,9,0.0,1,Yes,No,50-75K,No
Sal,762,Spain,Female,69,9,183744.98,1,Yes,Yes,50-75K,No
Yeh,510,France,Male,44,6,0.0,2,Yes,Yes,50-75K,No
Udegbunam,842,Spain,Male,46,9,0.0,1,No,No,0-20K,No
Alexandrov,608,France,Male,31,7,79962.92,2,Yes,No,50-75K,No
Ozioma,850,France,Female,36,10,0.0,2,Yes,Yes,50-75K,No
Atkins,642,France,Male,36,4,0.0,2,Yes,Yes,50-75K,No
Campos,850,France,Male,33,7,140956.99,1,No,No,0-20K,No
Wood,455,Spain,Female,43,6,0.0,1,Yes,Yes,50-75K,No
Kerr,726,France,Male,29,7,0.0,2,Yes,Yes,50-75K,Yes
Chienezie,544,Spain,Male,30,8,145241.63,1,Yes,Yes,50-75K,No
Tsou,651,Germany,Male,31,7,138008.06,2,Yes,No,50-75K,No
McKinnon,814,France,Female,31,4,0.0,2,Yes,Yes,50-75K,No
Nwachukwu,537,France,Male,39,2,0.0,2,Yes,Yes,50-75K,No
Nwebube,553,France,Male,37,2,0.0,2,Yes,No,20-50K,No
Burt,800,Spain,Male,38,9,0.0,1,Yes,No,50-75K,No
Ross,791,France,Male,34,7,0.0,2,Yes,No,50-75K,No
Lees,699,Spain,Female,29,9,127570.93,2,Yes,No,50-75K,No
Feetham,756,France,Female,28,6,0.0,1,Yes,Yes,50-75K,No
Chuang,591,Spain,Female,27,5,107812.67,1,No,Yes,50-75K,Yes
Aitken,850,Germany,Male,22,7,91560.58,2,No,No,0-20K,No
Chambers,760,Germany,Male,34,6,121303.77,2,Yes,Yes,50-75K,No
Coburn,569,Spain,Male,43,8,161546.68,2,No,Yes,50-75K,No
Ahmed,661,Spain,Female,35,5,128415.45,1,Yes,No,50-75K,No
Ogochukwu,670,France,Female,31,2,57530.06,1,Yes,Yes,50-75K,Yes
Soto,694,France,Male,38,1,0.0,2,No,Yes,50-75K,No
Obiajulu,728,France,Female,28,4,142243.54,2,Yes,No,20-50K,No
Yegorova,764,Germany,Female,39,9,138341.51,1,Yes,No,50-75K,Yes
Lucchese,639,France,Male,32,9,0.0,2,Yes,No,50-75K,No
Talbot,683,France,Female,30,2,0.0,2,No,Yes,50-75K,Yes
Lu,663,Spain,Male,30,4,0.0,3,Yes,No,50-75K,No
Arnold,826,Spain,Male,41,5,146466.46,2,No,No,50-75K,No
Nicholson,735,Spain,Male,36,5,0.0,2,Yes,No,50-75K,No
Chukwualuka,682,France,Female,58,1,0.0,1,Yes,Yes,0-20K,No
Wallace,663,France,Female,39,8,0.0,2,Yes,Yes,50-75K,No
Pisano,562,Spain,Female,29,9,120307.58,1,Yes,Yes,0-20K,No
Kelly,696,France,Male,27,4,87637.26,2,No,No,50-75K,No
Brady,850,Spain,Male,38,2,94652.04,1,Yes,Yes,50-75K,No
Palmer,719,France,Female,22,7,114415.84,1,Yes,Yes,50-75K,No
Tan,804,France,Female,71,8,0.0,2,No,Yes,50-75K,No
L?,604,France,Male,40,1,84315.02,1,No,No,20-50K,No
Mordvinova,782,Spain,Female,27,3,0.0,2,Yes,No,50-75K,No
Corones,512,Germany,Male,42,9,93955.83,2,Yes,No,0-20K,No
Clements,569,France,Male,36,1,67087.69,1,Yes,No,50-75K,No
Morrice,597,Germany,Female,22,6,101528.61,1,Yes,No,50-75K,Yes
Hsiung,753,Germany,Male,30,1,110824.52,1,Yes,Yes,50-75K,No
Barrett,430,France,Female,33,8,0.0,1,Yes,Yes,50-75K,No
Kanayochukwu,756,France,Male,28,8,179960.2,1,Yes,No,50-75K,No
Tardent,493,France,Male,38,3,134006.77,1,Yes,No,50-75K,No
Bowhay,777,Germany,Female,37,10,121532.17,2,Yes,Yes,50-75K,No
Lei,779,Spain,Female,38,7,0.0,2,Yes,Yes,50-75K,No
Baker,702,Spain,Female,38,2,0.0,1,Yes,Yes,50-75K,No
Pisano,551,France,Male,35,7,129717.3,2,No,No,50-75K,No
Castillo,749,Germany,Male,22,4,94762.16,2,Yes,Yes,20-50K,No
Gibson,742,Germany,Male,55,5,155196.17,1,No,Yes,50-75K,Yes
Lindsay,752,Germany,Male,29,4,129514.99,1,Yes,Yes,50-75K,No
Macnamara,740,Germany,Female,57,3,113386.36,2,Yes,Yes,50-75K,Yes
Romano,576,France,Male,24,3,0.0,1,No,Yes,50-75K,Yes
Aksakova,637,Spain,Male,43,3,172196.23,1,Yes,Yes,50-75K,No
Farnsworth,724,France,Male,28,5,97612.12,1,Yes,Yes,50-75K,No
Giordano,685,France,Male,20,4,104719.94,2,Yes,No,20-50K,No
Arnold,625,France,Female,38,7,0.0,1,Yes,No,50-75K,No
Thompson,571,Germany,Male,37,9,139592.98,3,Yes,No,50-75K,Yes
Koch,584,Spain,Female,29,4,0.0,2,Yes,No,50-75K,No
Jones,550,France,Female,22,7,139096.85,1,Yes,No,50-75K,No
Otitodilinna,662,Spain,Female,72,7,140301.72,1,No,Yes,50-75K,No
Fleetwood-Smith,803,Spain,Male,43,3,0.0,1,Yes,No,50-75K,No
Chinonyelum,615,France,Male,66,7,0.0,2,Yes,Yes,50-75K,No
Montague,481,Spain,Male,39,1,111233.09,1,Yes,Yes,50-75K,No
Milani,701,France,Male,23,3,0.0,2,Yes,No,20-50K,No
Palermo,751,France,Male,29,10,147737.63,1,No,Yes,50-75K,No
Anderson,675,France,Male,35,8,0.0,2,Yes,Yes,50-75K,No
Crawford,733,Germany,Male,40,5,125725.02,2,Yes,Yes,50-75K,No
Lin,822,France,Male,38,6,128289.7,3,Yes,No,0-20K,Yes
Yewen,559,France,Female,46,5,0.0,1,Yes,No,20-50K,Yes
Simmons,731,Germany,Female,49,4,88826.07,1,Yes,Yes,20-50K,Yes
Mbadiwe,678,France,Female,41,1,143443.61,1,Yes,No,50-75K,Yes
Munro,645,France,Female,68,9,0.0,4,Yes,Yes,50-75K,Yes
Graham,701,France,Male,29,2,0.0,2,Yes,No,50-75K,No
Lombardo,554,Spain,Male,26,8,149134.46,1,Yes,Yes,50-75K,No
Kalinin,723,France,Male,30,3,124119.54,1,Yes,No,50-75K,No
Woodward,766,Germany,Male,44,3,116822.7,1,No,No,50-75K,No
Pirozzi,597,France,Female,24,1,103219.47,1,Yes,No,50-75K,No
Iweobiegbulam,574,France,Male,41,1,0.0,2,No,No,50-75K,No
Piazza,655,Germany,Female,40,0,81954.6,1,Yes,Yes,50-75K,Yes
Baranova,780,Germany,Female,37,10,95196.26,1,Yes,No,50-75K,Yes
Fan,672,Spain,Male,43,5,0.0,2,Yes,Yes,50-75K,No
Sun,717,France,Male,38,7,0.0,2,Yes,Yes,50-75K,No
Marino,521,France,Female,32,2,136555.01,2,Yes,Yes,50-75K,No
Donaldson,633,France,Male,59,5,0.0,1,Yes,Yes,50-75K,No
Burton,669,France,Male,39,3,119452.03,1,Yes,Yes,50-75K,No
Quinn,740,France,Male,44,9,0.0,1,No,Yes,50-75K,Yes
Sabbatini,462,Germany,Female,24,9,69881.09,2,No,Yes,50-75K,No
Brooks,619,France,Male,39,5,0.0,2,Yes,Yes,50-75K,No
Black,665,France,Female,44,7,0.0,2,Yes,Yes,50-75K,No
Schwartz,655,Spain,Female,27,9,0.0,2,No,No,50-75K,No
Ts'ui,463,Spain,Male,20,8,204223.03,1,Yes,No,50-75K,No
Sargent,799,France,Female,63,1,110314.21,2,Yes,No,20-50K,Yes
Udinesi,713,Spain,Female,48,1,163760.82,1,No,No,50-75K,Yes
Lee,807,Germany,Female,31,1,141069.18,3,Yes,Yes,50-75K,No
Taylor,728,France,Male,38,1,115934.74,1,Yes,Yes,50-75K,No
Kepley,582,France,Male,52,2,151457.88,1,No,Yes,20-50K,No
Ozuluonye,704,Germany,Female,35,3,154206.07,2,Yes,Yes,20-50K,No
Lassetter,714,France,Female,26,9,89928.99,1,Yes,No,20-50K,No
Mishina,628,France,Male,30,8,89182.09,1,Yes,Yes,0-20K,No
Trevisano,809,Germany,Male,41,1,79706.25,2,Yes,No,50-75K,No
Iloerika,547,Spain,Female,44,5,0.0,3,No,No,0-20K,Yes
Tan,560,France,Female,27,5,0.0,2,Yes,No,50-75K,No
Chikelu,811,France,Male,31,7,117799.28,1,Yes,Yes,50-75K,No
Lin,584,France,Male,26,4,0.0,2,Yes,No,50-75K,No
Nicholson,691,France,Male,28,1,0.0,2,No,No,50-75K,No
Ugoji,680,Germany,Male,34,6,146422.22,1,Yes,No,50-75K,Yes
Michel,588,Germany,Male,33,9,150186.22,2,Yes,Yes,50-75K,No
Bruce,721,Germany,Male,40,6,100275.88,1,Yes,No,50-75K,Yes
Feng,850,France,Male,47,6,0.0,1,Yes,No,50-75K,Yes
McDonald,529,France,Male,32,9,147493.89,1,Yes,No,20-50K,No
Watt,622,France,Male,43,8,0.0,2,Yes,No,50-75K,No
Goodwin,683,France,Female,42,8,0.0,2,No,Yes,50-75K,No
Arcuri,575,France,Male,29,4,121823.4,2,Yes,Yes,50-75K,No
Rapuluolisa,577,Spain,Female,40,1,0.0,2,Yes,Yes,50-75K,No
Kao,510,Germany,Male,31,0,113688.63,1,Yes,No,20-50K,Yes
Tsui,652,Spain,Female,40,7,100471.34,1,Yes,Yes,50-75K,No
Summers,569,Germany,Female,28,3,100032.52,1,Yes,No,0-20K,Yes
Cross,687,Spain,Male,31,3,0.0,2,No,No,20-50K,No
Osorio,822,France,Male,32,8,116358.0,1,Yes,No,50-75K,No
Bobrov,656,Germany,Female,23,4,163549.63,1,No,Yes,20-50K,No
Barnett,745,Germany,Male,51,3,99183.9,1,Yes,Yes,20-50K,No
Pike,386,Spain,Female,53,1,131955.07,1,Yes,Yes,50-75K,Yes
Gearheart,684,Spain,Female,41,1,134177.06,1,No,No,50-75K,No
Bruno,635,Spain,Female,38,1,0.0,2,Yes,No,50-75K,No
Egobudike,582,France,Male,30,2,0.0,2,Yes,Yes,50-75K,No
Okechukwu,613,Spain,Male,19,5,0.0,1,Yes,Yes,50-75K,No
Zikoranachidimma,795,Germany,Female,56,9,94348.94,1,Yes,No,20-50K,Yes
Milanesi,659,France,Female,32,2,155584.21,1,No,Yes,50-75K,No
Ahern,745,France,Female,28,6,0.0,2,Yes,No,50-75K,No
Dickson,604,Spain,Female,41,10,0.0,2,Yes,Yes,50-75K,No
Anayochukwu,509,Germany,Male,32,9,170661.47,1,Yes,Yes,20-50K,No
McDonald,706,Germany,Female,29,6,185544.36,1,Yes,No,50-75K,No
Fiorentini,619,Spain,Female,44,6,52831.13,1,Yes,Yes,50-75K,Yes
Russo,572,Germany,Male,51,8,97750.07,3,Yes,Yes,50-75K,Yes
Young,695,France,Male,36,6,114007.5,2,Yes,No,50-75K,No
Bianchi,543,France,Female,71,1,104308.77,1,Yes,Yes,20-50K,No
Fallaci,640,France,Female,33,6,84719.13,2,Yes,Yes,50-75K,No
Crawford,672,France,Male,39,2,0.0,2,Yes,No,50-75K,No
Marsh,701,France,Male,39,9,140236.98,1,No,Yes,50-75K,No
Kosisochukwu,634,Spain,Male,25,9,0.0,2,Yes,Yes,0-20K,No
Piccio,531,Spain,Female,42,6,75302.85,2,No,No,50-75K,No
Nevels,699,France,Male,27,1,0.0,2,Yes,No,50-75K,No
Kaodilinakachukwu,605,France,Female,51,9,104760.82,1,Yes,Yes,50-75K,Yes
Amaechi,534,France,Female,49,7,0.0,1,Yes,No,0-20K,Yes
P'an,449,Spain,Female,31,1,113693.0,1,No,No,50-75K,No
Ikemefuna,684,Spain,Female,36,5,174180.39,1,Yes,No,50-75K,No
Tai,622,Germany,Male,42,9,115766.26,1,No,No,50-75K,Yes
Winn,714,France,Female,40,0,0.0,2,Yes,No,50-75K,No
Hardy,712,Spain,Female,48,8,0.0,2,Yes,No,50-75K,No
Chiu,783,France,Female,72,5,121215.9,2,Yes,Yes,50-75K,No
Lopez,743,Germany,Male,45,10,144677.19,3,Yes,No,20-50K,Yes
Steen,683,France,Male,36,5,115350.63,1,Yes,Yes,50-75K,No
Ferri,654,Spain,Male,40,5,105683.63,1,Yes,No,50-75K,No
Yegorova,700,France,Male,37,1,135179.49,1,Yes,No,50-75K,No
Knowles,744,Spain,Male,31,0,117551.23,1,Yes,No,50-75K,No
May,645,Germany,Male,25,1,157404.02,2,Yes,No,50-75K,No
Bianchi,525,Spain,Male,36,3,77910.23,1,Yes,No,50-75K,No
Pipes,732,France,Male,25,0,110942.9,1,No,No,50-75K,No
Doherty,721,France,Female,40,7,0.0,2,Yes,Yes,50-75K,No
Yobanna,622,France,Male,32,5,179305.09,1,Yes,Yes,50-75K,No
Hsu,654,Germany,Male,31,5,150593.59,2,Yes,Yes,50-75K,No
Russell,529,France,Female,43,0,123815.86,1,Yes,Yes,50-75K,Yes
Payne,720,Spain,Female,59,6,0.0,2,Yes,Yes,50-75K,Yes
Windsor,850,Germany,Female,25,8,69385.17,2,Yes,No,50-75K,No
Bray,667,Germany,Male,27,2,138032.15,1,Yes,No,50-75K,No
Seleznyov,620,France,Male,41,3,0.0,2,Yes,Yes,50-75K,No
Wark,616,France,Male,29,9,0.0,1,Yes,Yes,50-75K,No
Y?,637,Germany,Female,46,2,143500.82,1,Yes,No,50-75K,Yes
Brown,710,Spain,Female,29,3,119670.18,1,Yes,No,50-75K,No
Huang,717,Spain,Male,33,1,99106.73,1,No,No,50-75K,No
Zito,786,Germany,Male,24,2,120135.55,2,Yes,Yes,50-75K,No
Bailey,651,France,Female,39,8,0.0,1,Yes,No,50-75K,No
Allnutt,530,France,Female,55,4,120905.03,1,No,Yes,50-75K,Yes
Christie,815,Spain,Female,57,5,0.0,3,No,No,20-50K,Yes
Pope,715,Germany,Female,34,9,102277.52,1,No,No,50-75K,Yes
Johnstone,496,Germany,Female,55,4,125292.53,1,Yes,Yes,20-50K,Yes
Bird,680,Spain,Male,42,0,0.0,1,Yes,No,50-75K,No
Jones,646,France,Female,51,4,101629.3,1,No,No,50-75K,No
Pedder,807,Germany,Male,47,1,171937.27,1,Yes,Yes,50-75K,No
Calabrese,727,France,Male,47,7,0.0,2,Yes,No,50-75K,No
Chialuka,787,France,Male,25,5,0.0,2,Yes,No,20-50K,No
McKenzie,806,France,Male,34,6,0.0,2,No,No,50-75K,No
Holloway,603,France,Male,31,1,129743.75,1,Yes,No,50-75K,No
Tang,649,Spain,Male,32,1,0.0,1,No,Yes,50-75K,Yes
Byrne,547,Germany,Male,41,3,151191.31,1,Yes,No,50-75K,Yes
Selwyn,684,Germany,Male,32,3,102630.13,2,Yes,Yes,50-75K,No
Genovese,477,France,Female,57,9,114023.64,2,Yes,Yes,50-75K,Yes
Koger,558,Germany,Male,41,2,124227.14,1,Yes,Yes,50-75K,No
Baranov,695,France,Female,23,1,0.0,2,Yes,Yes,50-75K,No
Greco,592,Spain,Male,35,6,80285.16,1,Yes,No,50-75K,Yes
Owens,789,France,Male,31,4,175477.15,1,Yes,Yes,50-75K,No
Y?,597,France,Female,29,1,132144.35,1,Yes,No,50-75K,No
Kendall,839,Germany,Male,47,2,136911.07,1,Yes,Yes,50-75K,Yes
Ko,405,Germany,Male,31,5,133299.67,2,Yes,Yes,50-75K,No
Tang,658,France,Male,39,7,0.0,2,Yes,No,20-50K,No
Lombardo,684,Germany,Male,42,1,117691.0,1,Yes,Yes,20-50K,Yes
Perkins,633,France,Male,35,10,0.0,2,Yes,No,50-75K,No
Feng,589,France,Male,46,9,0.0,2,Yes,No,50-75K,No
Lo,750,Germany,Female,37,1,133199.71,2,Yes,Yes,20-50K,No
Piccio,771,Spain,Male,51,5,135506.58,3,Yes,Yes,50-75K,Yes
Mazzanti,812,Germany,Male,33,2,127154.14,2,No,Yes,50-75K,No
Chukwualuka,539,Spain,Male,39,2,0.0,2,Yes,Yes,20-50K,No
